countyname,state,COST ,DEMC ,DEMO ,DEMP ,HCPP ,HMO ,PACE ,PFFS ,PPO ,PSO 
FLOYD ,IN,1,0,0,1,1,7,0,1,2,0
FLOYD ,KY,0,0,1,0,2,0,0,3,0,0
FLOYD ,TX,0,0,0,0,1,0,0,0,0,0
FLOYD ,VA,0,0,0,0,1,3,0,3,0,0
FLUVANNA ,VA,1,0,0,1,2,0,0,0,0,0
FOARD ,TX,0,0,0,0,1,1,0,1,0,0
FOND DU LAC ,WI,2,1,2,0,0,6,0,3,1,0
FORD ,IL,0,0,0,0,3,1,0,2,1,0
FORD ,KS,0,0,0,0,1,1,0,0,0,0
FOREST ,PA,0,0,0,0,1,4,0,3,1,0
FOREST ,WI,1,0,0,0,0,2,0,3,0,0
FORREST ,MS,0,0,1,0,2,7,0,0,0,0
FORSYTH ,GA,0,0,0,0,4,12,0,1,1,0
FORSYTH ,NC,0,0,0,3,5,18,0,3,2,0
FORT BEND ,TX,4,3,1,1,5,22,0,3,1,1
FOSTER ,ND,1,0,0,0,0,0,0,1,0,0
FOUNTAIN ,IN,1,0,0,0,2,0,0,1,0,0
FRANKLIN ,AL,0,0,0,0,3,2,0,0,0,0
FRANKLIN ,AR,0,0,0,0,3,3,0,3,0,0
FRANKLIN ,FL,1,0,0,0,0,4,0,1,0,0
FRANKLIN ,GA,0,0,0,0,1,1,0,3,1,0
FRANKLIN ,IA,1,0,0,0,0,0,0,2,0,0
FRANKLIN ,ID,0,0,0,0,1,3,0,2,0,0
FRANKLIN ,IL,1,0,0,0,3,2,0,2,1,0
FRANKLIN ,IN,0,0,0,0,1,4,0,3,0,0
FRANKLIN ,KS,0,0,0,1,3,5,0,0,0,0
FRANKLIN ,KY,0,0,0,0,4,0,0,2,1,0
FRANKLIN ,LA,0,0,1,0,3,3,0,0,0,0
FRANKLIN ,MA,0,0,1,0,0,12,1,0,1,0
FRANKLIN ,ME,0,0,0,0,0,6,0,1,0,0
FRANKLIN ,MO,0,0,0,2,3,8,0,0,1,0
FRANKLIN ,MS,0,0,0,0,1,3,0,0,0,0
FRANKLIN ,NC,0,0,0,0,1,4,0,3,0,0
FRANKLIN ,NE,0,0,0,0,1,0,0,1,0,0
FRANKLIN ,NY,0,0,1,0,0,5,0,1,1,0
FRANKLIN ,OH,3,1,0,3,5,42,0,2,5,0
FRANKLIN ,PA,2,0,2,0,1,9,0,4,0,0
FRANKLIN ,TN,0,0,0,1,2,6,0,2,0,0
FRANKLIN ,TX,0,0,0,0,0,3,0,1,0,1
FRANKLIN ,VA,2,0,0,0,2,5,0,3,0,0
FRANKLIN ,VT,0,0,0,0,0,4,0,0,0,0
FRANKLIN ,WA,0,0,0,0,2,8,0,2,0,0
FRANKLIN CITY ,VA,0,0,0,0,0,2,0,2,0,0
FREDERICK ,MD,1,1,0,1,3,13,0,0,2,0
FREDERICK ,VA,1,0,0,0,2,3,0,2,1,0
FREDERICKSBURG CITY ,VA,2,0,0,0,1,2,0,1,0,0
FREEBORN ,MN,3,0,0,0,1,3,0,2,0,0
FREESTONE ,TX,1,0,0,0,2,2,0,0,0,1
FREMONT ,CO,1,0,2,0,4,6,0,1,1,0
FREMONT ,IA,0,0,0,0,2,0,0,2,0,0
FREMONT ,ID,0,0,1,0,1,1,0,1,1,0
FREMONT ,WY,1,0,0,0,2,4,0,1,0,0
FRESNO ,CA,3,1,3,1,4,26,0,2,3,0
FRIO ,TX,0,0,0,0,0,2,0,1,0,0
FRONTIER ,NE,0,0,0,0,1,0,0,1,0,0
FULTON ,AR,0,0,0,0,1,1,0,1,0,0
FULTON ,GA,2,1,1,0,7,47,0,4,4,1
FULTON ,IL,0,0,0,1,1,3,0,1,0,0
FULTON ,IN,0,0,0,0,3,0,0,2,1,0
FULTON ,KY,0,0,0,0,2,1,0,1,0,0
FULTON ,NY,0,0,0,1,1,7,0,2,2,0
FULTON ,OH,0,0,0,0,2,1,0,1,0,0
FULTON ,PA,0,0,0,1,1,3,0,2,0,0
FURNAS ,NE,0,0,0,0,0,1,0,2,0,0
GADSDEN ,FL,1,0,0,1,1,8,0,2,1,0
GAGE ,NE,0,0,0,0,1,0,0,4,0,0
GAINES ,TX,0,0,0,0,0,1,0,0,0,0
GALAX CITY ,VA,0,0,0,0,1,1,0,3,0,0
GALLATIN ,IL,1,0,0,0,1,1,0,1,0,0
GALLATIN ,KY,0,0,0,0,0,1,0,1,1,0
GALLATIN ,MT,4,0,0,0,1,12,0,2,1,0
GALLIA ,OH,0,0,0,0,1,5,0,1,0,0
GALVESTON ,TX,2,1,2,1,5,18,0,3,2,1
GARDEN ,NE,0,0,0,0,0,0,0,2,0,0
GARFIELD ,CO,2,0,1,0,3,6,0,1,1,0
GARFIELD ,NE,0,0,0,0,0,1,0,1,0,0
GARFIELD ,OK,0,0,0,0,3,5,0,1,0,1
GARFIELD ,UT,0,0,1,0,2,3,0,2,0,0
GARFIELD ,WA,0,0,0,0,1,0,0,1,0,0
GARLAND ,AR,2,1,1,1,4,10,0,1,0,0
GARRARD ,KY,0,0,0,0,1,3,0,2,0,0
GARRETT ,MD,1,0,0,0,1,2,0,0,0,0
GARVIN ,OK,0,1,0,0,1,5,0,1,0,0
GARZA ,TX,0,0,1,0,2,2,0,0,0,0
GASCONADE ,MO,1,0,0,0,1,4,0,1,0,0
GASTON ,NC,0,0,0,1,2,7,0,3,1,0
GATES ,NC,0,0,0,0,1,2,0,1,0,0
GEARY ,KS,0,0,0,0,3,3,0,1,0,0
GEAUGA ,OH,1,0,1,1,1,9,1,1,0,0
GEM ,ID,1,0,2,0,1,4,0,2,2,0
GENESEE ,MI,1,0,1,0,2,13,0,3,0,0
GENESEE ,NY,3,0,0,1,1,5,0,1,2,0
GENEVA ,AL,0,0,0,0,0,7,0,0,0,0
GENTRY ,MO,0,0,0,0,1,1,0,0,0,0
GEORGE ,MS,0,0,0,0,0,4,0,0,0,0
GEORGETOWN ,SC,0,0,0,1,1,6,0,3,0,0
GIBSON ,IN,1,0,0,0,1,1,0,3,0,0
GIBSON ,TN,1,0,0,0,4,2,0,2,0,0
GILA ,AZ,3,1,1,0,3,13,0,2,2,0
GILCHRIST ,FL,0,0,0,0,2,8,0,1,0,0
GILES ,TN,0,0,0,1,0,4,0,2,0,0
GILES ,VA,1,0,0,0,2,3,0,1,0,0
GILLESPIE ,TX,0,0,0,0,1,5,0,1,0,0
GILLIAM ,OR,0,0,1,0,0,4,0,0,0,0
GILMER ,GA,0,0,0,0,1,4,0,2,0,0
GILMER ,WV,0,0,0,0,1,2,0,0,0,0
GILPIN ,CO,1,0,1,0,0,4,0,0,1,0
GLACIER ,MT,0,0,0,0,0,2,0,1,0,0
GLADES ,FL,0,0,0,0,2,12,0,0,1,0
GLADWIN ,MI,0,0,0,0,0,5,0,1,0,0
GLENN ,CA,1,1,0,0,1,3,0,0,0,0
GLOUCESTER ,NJ,0,0,0,3,2,15,0,1,3,0
GLOUCESTER ,VA,0,0,0,0,2,4,0,4,1,0
GLYNN ,GA,0,1,0,0,3,8,0,1,0,0
GOGEBIC ,MI,0,0,0,0,0,1,0,4,0,0
GOLDEN VALLEY ,MT,0,0,0,0,0,1,0,1,0,0
GOLDEN VALLEY ,ND,0,0,0,0,0,1,0,0,0,0
GOLIAD ,TX,0,0,0,0,0,1,0,1,0,0
GONZALES ,TX,0,1,0,0,1,2,0,1,0,0
GOOCHLAND ,VA,0,0,0,0,1,0,0,3,2,0
GOODHUE ,MN,3,0,2,0,1,3,0,3,0,0
GOODING ,ID,0,0,1,0,1,3,0,2,0,0
GORDON ,GA,0,0,0,0,2,5,0,2,1,0
GOSHEN ,WY,0,0,0,0,1,2,0,1,0,0
GOSPER ,NE,0,0,1,0,1,0,0,2,0,0
GOVE ,KS,0,0,0,0,1,0,0,0,0,0
GRADY ,GA,1,1,1,0,2,5,0,3,0,0
GRADY ,OK,0,0,0,0,1,6,0,2,0,0
GRAFTON ,NH,0,0,0,0,1,11,0,0,1,0
GRAHAM ,AZ,0,1,0,0,2,9,0,2,1,0
GRAHAM ,KS,0,0,0,0,1,1,0,0,0,0
GRAHAM ,NC,0,0,0,0,0,0,0,1,0,0
GRAINGER ,TN,0,0,0,0,2,5,0,2,0,0
GRAND ,CO,1,0,0,0,1,5,0,1,1,0
GRAND ,UT,0,0,0,0,0,3,0,2,0,0
GRAND FORKS ,ND,1,0,1,0,0,2,0,2,0,0
GRAND ISLE ,VT,0,0,0,0,1,1,0,0,0,0
GRAND TRAVERSE ,MI,0,1,0,0,0,6,0,1,0,0
GRANITE ,MT,0,0,0,0,0,0,0,1,0,0
GRANT ,AR,0,0,0,0,2,0,0,1,0,0
GRANT ,IN,0,1,0,0,1,3,0,2,0,0
GRANT ,KS,0,0,0,0,1,0,0,0,0,0
GRANT ,KY,0,0,0,0,1,3,0,2,1,0
GRANT ,LA,0,1,0,0,1,3,0,1,0,0
GRANT ,MN,3,0,2,0,0,1,0,2,0,1
GRANT ,ND,0,0,0,0,0,0,0,1,0,0
GRANT ,NE,0,0,0,0,0,0,0,1,0,0
GRANT ,NM,0,0,0,1,1,11,0,1,3,0
GRANT ,OK,0,0,0,0,1,1,0,0,0,0
GRANT ,OR,0,0,0,0,1,3,0,1,0,0
GRANT ,SD,1,0,1,0,0,2,0,2,0,0
GRANT ,WA,0,0,2,0,1,11,0,2,0,0
GRANT ,WI,3,0,2,0,0,5,0,3,0,0
GRANT ,WV,0,0,0,0,1,0,0,0,0,0
GRANVILLE ,NC,0,0,0,1,2,2,0,3,0,0
GRATIOT ,MI,0,0,0,0,0,2,0,2,0,0
GRAVES ,KY,0,0,0,0,1,4,0,2,0,0
GRAY ,KS,0,0,0,0,1,0,0,0,0,0
GRAY ,TX,0,1,1,0,2,0,0,0,0,0
GRAYS HARBOR ,WA,0,0,0,0,2,9,0,1,0,0
GRAYSON ,KY,1,0,0,0,2,5,0,2,0,0
GRAYSON ,TX,2,1,1,0,3,6,1,2,0,0
GRAYSON ,VA,0,0,0,0,1,5,0,4,0,0
GREELEY ,NE,0,0,0,0,1,0,0,1,0,0
GREEN ,KY,0,0,0,0,0,4,0,1,0,0
GREEN ,WI,2,0,2,0,0,4,0,3,0,0
GREEN LAKE ,WI,2,0,0,0,0,4,0,3,1,0
GREENBRIER ,WV,0,0,0,0,2,3,0,0,2,0
GREENE ,AL,0,0,0,0,1,3,0,0,0,0
GREENE ,AR,0,0,0,0,4,2,0,1,0,0
GREENE ,GA,0,0,0,0,0,2,0,2,0,0
GREENE ,IA,1,0,1,0,0,0,0,4,0,0
GREENE ,IL,0,0,0,0,3,2,0,2,0,0
GREENE ,IN,0,0,0,0,2,2,0,1,0,0
GREENE ,MO,2,0,0,0,7,17,0,3,0,0
GREENE ,MS,0,0,0,0,2,1,0,0,0,0
GREENE ,NC,0,0,0,0,0,0,0,1,0,0
GREENE ,NY,0,0,0,2,3,10,0,1,0,0
GREENE ,OH,0,0,0,1,2,10,0,1,2,0
GREENE ,PA,0,0,0,1,1,5,0,0,1,0
GREENE ,TN,1,0,0,0,1,4,0,2,1,0
GREENE ,VA,1,0,0,0,0,4,0,2,0,0
GREENLEE ,AZ,0,1,0,0,0,2,0,1,1,0
GREENSVILLE ,VA,0,0,0,0,1,1,0,3,0,0
GREENUP ,KY,0,0,0,0,3,4,0,2,0,0
GREENVILLE ,SC,1,1,2,1,4,22,0,4,1,0
GREENWOOD ,KS,0,0,0,0,2,0,0,0,0,0
GREENWOOD ,SC,0,0,0,0,1,3,0,2,0,0
GREER ,OK,1,0,0,0,0,0,0,0,0,0
GREGG ,TX,3,1,0,1,2,11,0,1,0,0
GREGORY ,SD,0,0,1,0,0,1,0,0,0,0
GRENADA ,MS,0,0,0,0,2,2,0,1,0,0
GRIGGS ,ND,1,0,0,0,0,0,0,0,0,0
GRIMES ,TX,1,1,0,0,1,7,0,0,0,1
GRUNDY ,IA,1,0,0,0,1,1,0,3,0,0
GRUNDY ,IL,0,0,0,0,3,7,0,1,0,0
GRUNDY ,MO,0,0,0,0,0,1,0,0,0,0
GRUNDY ,TN,0,0,0,0,1,3,0,1,0,0
GUADALUPE ,NM,0,0,0,0,1,3,0,1,1,0
GUADALUPE ,TX,1,1,0,1,4,11,0,3,1,0
GUERNSEY ,OH,2,0,0,0,1,3,0,1,0,0
GUILFORD ,NC,1,0,0,3,3,26,0,3,2,0
GULF ,FL,0,0,0,0,1,3,0,2,0,0
GUNNISON ,CO,2,0,0,0,1,4,0,0,1,0
GUTHRIE ,IA,1,0,0,0,0,0,0,4,0,0
GWINNETT ,GA,1,1,1,1,7,40,0,5,3,1
HABERSHAM ,GA,0,0,0,0,2,3,0,4,1,0
HALE ,AL,0,0,0,0,1,5,0,0,0,0
HALE ,TX,0,0,0,0,1,2,0,0,0,1
HALIFAX ,NC,1,0,0,0,2,4,0,2,1,0
HALIFAX ,VA,0,0,1,0,1,3,0,3,0,0
HALL ,GA,0,0,0,0,1,9,0,3,1,0
HALL ,NE,0,0,1,0,1,3,0,2,0,0
HALL ,TX,0,0,0,0,0,1,0,0,0,0
HAMBLEN ,TN,0,0,0,1,1,7,0,2,0,0
HAMILTON ,FL,0,1,0,0,0,3,0,0,0,0
HAMILTON ,IA,1,0,0,0,1,0,0,2,0,0
HAMILTON ,IL,0,0,0,0,1,0,0,1,0,0
HAMILTON ,IN,3,0,1,1,5,17,0,3,2,0
HAMILTON ,KS,0,0,0,0,1,0,0,0,0,0
HAMILTON ,NE,0,0,0,0,1,0,0,2,0,0
HAMILTON ,NY,0,0,0,0,0,2,0,1,1,0
HAMILTON ,OH,4,0,2,4,6,45,1,2,5,1
HAMILTON ,TN,1,0,1,1,3,14,1,3,1,0
HAMILTON ,TX,1,0,0,0,1,1,0,1,0,0
HAMLIN ,SD,0,0,0,0,0,0,0,1,0,0
HAMPDEN ,MA,0,1,3,0,2,28,0,1,6,0
HAMPSHIRE ,MA,0,1,2,0,2,17,1,0,2,0
HAMPSHIRE ,WV,1,0,0,0,2,0,0,0,1,0
HAMPTON ,SC,0,0,0,1,3,2,0,1,0,0
HAMPTON CITY ,VA,1,0,0,0,3,11,0,5,3,0
HANCOCK ,GA,0,0,0,0,0,2,0,1,1,0
HANCOCK ,IA,0,0,0,0,1,0,0,0,0,0
HANCOCK ,IL,0,0,0,1,3,3,0,3,1,0
HANCOCK ,IN,2,0,1,1,2,3,0,2,1,0
HANCOCK ,KY,0,0,0,0,0,1,0,0,0,0
HANCOCK ,ME,1,1,0,0,0,9,0,1,1,0
HANCOCK ,MS,0,1,1,0,2,3,0,0,0,0
HANCOCK ,OH,0,0,0,1,2,5,0,0,0,0
HANCOCK ,TN,0,0,0,0,1,2,0,1,0,0
HANCOCK ,WV,1,0,0,1,1,6,0,0,1,0
HANOVER ,VA,1,0,0,1,2,6,1,3,1,0
HANSON ,SD,0,0,0,0,1,8,0,2,0,0
HARALSON ,GA,0,0,0,0,2,1,0,4,1,0
HARDEE ,FL,0,1,0,0,1,5,0,0,1,0
HARDEMAN ,TN,0,0,0,0,1,5,0,2,0,0
HARDEMAN ,TX,0,0,0,0,1,1,0,0,0,0
HARDIN ,IA,3,0,0,0,1,2,0,4,0,0
HARDIN ,IL,0,0,0,0,2,0,0,0,0,0
HARDIN ,KY,1,0,1,1,2,15,0,2,2,0
HARDIN ,OH,0,0,0,0,0,2,0,0,0,0
HARDIN ,TN,0,0,0,0,3,4,0,2,0,0
HARDIN ,TX,0,1,0,0,2,7,0,2,0,1
HARDING ,NM,0,0,0,0,0,0,0,0,1,0
HARDY ,WV,0,0,0,0,1,0,0,1,0,1
HARFORD ,MD,1,0,0,1,3,16,2,1,2,0
HARLAN ,KY,0,0,0,0,1,1,0,1,0,0
HARLAN ,NE,0,0,0,0,1,1,0,1,0,0
HARMON ,OK,0,0,0,0,0,1,0,0,0,0
HARNETT ,NC,0,0,0,0,1,7,0,3,0,0
HARNEY ,OR,1,0,0,1,0,5,0,2,0,0
HARPER ,KS,0,0,0,0,1,0,0,0,0,0
HARRIS ,GA,0,0,0,0,1,2,0,4,0,0
HARRIS ,TX,7,3,6,2,9,67,2,3,8,1
HARRISON ,IA,0,0,0,0,3,3,0,2,0,0
HARRISON ,IN,1,0,1,0,0,2,0,2,1,0
HARRISON ,KY,0,0,0,0,2,1,0,3,0,0
HARRISON ,MS,0,0,2,0,4,15,0,1,1,0
HARRISON ,OH,1,0,0,2,2,3,0,0,0,0
HARRISON ,TX,1,0,0,0,2,8,0,1,0,0
HARRISON ,WV,0,0,1,1,1,7,0,0,1,0
HARRISONBURG CITY ,VA,0,0,0,0,1,3,0,2,0,0
HART ,GA,0,0,0,0,1,2,0,3,0,0
HART ,KY,0,0,0,0,1,3,0,3,0,0
HARTFORD ,CT,1,1,2,0,5,40,0,1,6,0
HARTLEY ,TX,0,0,0,0,1,0,0,0,0,0
HARVEY ,KS,0,0,0,0,1,1,0,1,0,0
HASKELL ,OK,0,0,0,0,2,3,0,1,0,0
HASKELL ,TX,0,0,0,0,0,0,0,1,0,0
HAWAII ,HI,5,0,2,0,2,18,0,0,0,0
HAWKINS ,TN,1,0,0,0,1,5,0,2,0,0
HAYES ,NE,0,0,0,0,0,1,0,0,0,0
HAYS ,TX,0,2,0,1,2,15,0,4,2,1
HAYWOOD ,NC,0,0,1,0,3,8,0,3,0,0
HAYWOOD ,TN,0,0,0,0,0,2,0,2,0,0
HEARD ,GA,0,0,0,0,0,1,0,2,1,0
HEMPHILL ,TX,0,1,0,0,1,0,0,0,0,0
HEMPSTEAD ,AR,0,0,0,0,1,2,0,0,0,0
HENDERSON ,IL,1,0,0,1,1,0,0,1,0,0
HENDERSON ,KY,1,0,0,0,1,1,0,2,0,0
HENDERSON ,NC,0,0,1,1,2,18,0,4,1,0
HENDERSON ,TN,0,0,0,0,1,0,0,2,0,0
HENDERSON ,TX,1,1,0,0,2,9,0,1,1,0
HENDRICKS ,IN,3,0,1,1,2,7,0,2,1,0
HENDRY ,FL,1,1,0,0,1,17,0,0,0,1
HENNEPIN ,MN,6,0,9,0,3,31,0,4,4,0
HENRICO ,VA,1,0,1,0,2,13,0,3,2,0
HENRY ,AL,0,1,0,0,0,1,0,1,0,0
HENRY ,GA,3,0,0,1,3,16,0,2,1,0
HENRY ,IA,2,0,0,0,2,0,0,3,1,0
HENRY ,IL,1,0,0,1,3,6,0,3,0,0
HENRY ,IN,1,1,0,0,1,2,0,1,1,0
HENRY ,KY,0,0,0,1,1,1,0,1,0,0
HENRY ,MO,0,0,0,0,3,4,0,2,0,0
HENRY ,OH,1,0,1,1,1,2,0,3,0,0
HENRY ,TN,1,0,0,0,3,5,0,2,0,0
HENRY ,VA,0,0,0,0,2,1,0,5,0,0
HERKIMER ,NY,2,0,0,0,0,7,0,1,1,0
HERNANDO ,FL,0,1,1,5,5,35,0,2,4,0
HERTFORD ,NC,0,0,1,0,1,2,0,2,0,0
HICKMAN ,KY,0,0,0,0,2,0,0,0,0,0
HICKMAN ,TN,1,0,1,1,1,2,0,2,0,0
HICKORY ,MO,0,0,0,0,4,5,0,1,0,0
HIDALGO ,NM,0,0,0,0,0,1,0,2,0,0
HIDALGO ,TX,8,1,0,1,7,31,0,3,1,0
HIGHLAND ,OH,0,0,0,1,2,7,0,0,2,0
HIGHLAND ,VA,0,0,0,0,1,0,0,0,0,0
HIGHLANDS ,FL,2,1,0,3,6,38,0,3,2,0
HILL ,MT,0,0,0,0,0,0,0,1,0,0
HILL ,TX,1,0,0,0,3,4,0,1,0,0
HILLSBOROUGH ,FL,5,2,4,5,8,78,0,4,10,3
HILLSBOROUGH ,NH,0,0,2,2,1,24,1,1,3,0
HILLSDALE ,MI,0,0,0,0,3,3,0,1,0,0
HINDS ,MS,2,0,2,0,2,12,0,1,1,0
HINSDALE ,CO,1,0,0,0,0,0,0,0,0,0
HITCHCOCK ,NE,0,0,0,0,0,0,0,2,0,0
HOCKING ,OH,0,0,0,0,3,2,0,1,0,0
HOCKLEY ,TX,0,0,0,0,1,2,0,2,0,0
HODGEMAN ,KS,0,0,0,0,1,0,0,0,0,0
HOKE ,NC,0,0,0,1,1,1,0,4,0,0
HOLMES ,FL,1,0,0,0,2,4,0,0,0,0
HOLMES ,MS,0,0,0,0,1,3,0,0,0,0
HOLMES ,OH,1,0,0,0,0,4,0,1,1,0
HOLT ,MO,0,0,0,0,3,1,0,0,0,0
HOLT ,NE,0,0,0,0,1,0,0,2,0,0
HONOLULU ,HI,5,0,2,0,3,28,0,1,3,0
HOOD ,TX,2,1,1,0,2,7,0,3,1,1
HOOD RIVER ,OR,2,0,1,1,2,8,0,2,1,0
HOPEWELL CITY ,VA,0,0,1,0,1,1,0,2,1,0
HOPKINS ,KY,1,0,0,0,3,1,0,3,0,0
HOPKINS ,TX,0,1,1,0,1,4,0,3,0,0
HORRY ,SC,2,0,2,4,7,34,0,5,3,0
HOT SPRING ,AR,0,0,0,0,1,2,0,0,0,0
HOT SPRINGS ,WY,1,0,0,0,1,2,0,0,0,0
HOUGHTON ,MI,0,0,0,0,1,1,0,2,0,0
HOUSTON ,AL,0,2,0,0,0,14,0,1,0,0
HOUSTON ,GA,1,1,0,0,2,10,0,1,2,0
HOUSTON ,MN,2,0,3,0,0,3,0,2,0,0
HOUSTON ,TN,0,0,0,0,1,1,0,2,0,0
HOUSTON ,TX,1,0,0,0,1,2,0,1,0,1
HOWARD ,AR,1,0,0,0,0,1,0,1,0,0
HOWARD ,IA,1,0,0,0,0,1,0,3,0,0
HOWARD ,IN,1,0,0,1,3,2,0,1,1,0
HOWARD ,MD,1,1,2,1,2,14,0,0,2,0
HOWARD ,MO,0,0,0,0,2,1,0,1,0,0
HOWARD ,NE,0,0,0,0,1,0,0,3,0,0
HOWARD ,TX,0,0,0,0,2,6,0,2,0,0
HOWELL ,MO,0,0,1,0,4,9,0,4,0,0
HUBBARD ,MN,3,0,2,0,0,5,0,3,0,0
HUDSON ,NJ,1,1,1,3,5,28,0,0,0,1
HUDSPETH ,TX,0,0,0,0,0,1,0,1,1,0
HUERFANO ,CO,1,0,0,0,4,4,0,0,0,0
HUGHES ,OK,0,0,0,0,1,3,0,0,0,0
HUMBOLDT ,CA,3,1,2,1,4,14,0,1,0,0
HUMBOLDT ,IA,0,0,0,0,0,0,0,2,0,0
HUMBOLDT ,NV,0,0,1,0,2,6,0,1,1,0
HUMPHREYS ,MS,0,0,0,0,1,3,0,0,0,0
HUMPHREYS ,TN,0,0,0,0,1,4,0,2,0,0
HUNT ,TX,2,1,1,0,1,6,0,2,1,0
HUNTERDON ,NJ,0,0,1,3,1,11,0,0,1,0
HUNTINGDON ,PA,0,0,0,1,1,5,0,2,1,0
HUNTINGTON ,IN,0,0,0,0,2,4,0,4,1,0
HURON ,MI,0,0,0,0,0,3,0,2,0,0
HURON ,OH,1,0,0,1,2,1,0,1,0,0
HUTCHINSON ,SD,0,0,0,0,0,0,0,1,0,0
HUTCHINSON ,TX,0,0,0,0,1,3,0,1,0,0
HYDE ,NC,0,0,0,0,0,0,0,1,1,0
HYDE ,SD,0,0,0,0,0,0,0,2,0,0
IBERIA ,LA,0,0,0,0,2,5,0,1,0,1
IBERVILLE ,LA,0,1,1,0,0,5,0,2,0,0
IDA ,IA,0,0,0,0,0,2,0,2,0,0
IDAHO ,ID,1,0,0,0,1,5,0,2,1,0
IMPERIAL ,CA,3,1,2,0,2,17,0,1,1,0
INDEPENDENCE ,AR,0,0,0,0,3,2,0,0,0,1
INDIAN RIVER ,FL,0,1,0,2,4,26,0,2,3,1
INDIANA ,PA,0,0,0,1,2,11,1,1,1,0
INGHAM ,MI,2,0,1,0,2,9,0,2,1,0
INYO ,CA,2,1,2,0,1,11,0,0,0,0
IONIA ,MI,0,0,0,0,1,3,0,3,0,0
IOSCO ,MI,0,0,0,0,1,10,0,1,0,0
IOWA ,IA,1,0,0,0,0,1,0,4,0,0
IOWA ,WI,2,0,0,0,0,0,0,3,0,0
IREDELL ,NC,1,1,0,0,1,15,0,3,1,0
IRION ,TX,0,0,0,0,1,0,0,0,0,0
IRON ,MI,0,0,0,0,0,0,0,1,0,0
IRON ,MO,0,0,0,0,2,3,0,0,0,0
IRON ,UT,0,0,1,0,4,8,0,3,0,0
IRON ,WI,1,0,0,0,1,3,0,2,0,0
IROQUOIS ,IL,1,0,0,1,2,4,0,1,1,0
IRWIN ,GA,0,0,0,0,0,1,0,2,0,0
ISABELLA ,MI,0,0,0,0,0,0,0,1,0,0
ISANTI ,MN,2,1,4,0,0,4,0,3,0,0
ISLAND ,WA,1,0,0,0,2,15,0,3,2,0
ISLE OF WIGHT ,VA,0,0,0,0,2,3,0,2,1,0
ITASCA ,MN,3,0,3,0,1,8,0,2,0,0
ITAWAMBA ,MS,0,0,0,0,1,0,0,0,0,0
IZARD ,AR,0,0,1,0,3,2,0,1,1,0
JACK ,TX,0,0,0,0,1,1,0,2,0,0
JACKSON ,AL,0,0,0,0,1,6,0,1,0,0
JACKSON ,AR,0,1,0,0,1,2,0,0,0,0
JACKSON ,CO,1,0,0,0,0,0,0,0,0,0
JACKSON ,FL,1,0,1,0,1,7,0,2,0,0
JACKSON ,GA,0,1,0,1,0,6,0,2,2,0
JACKSON ,IA,2,0,0,0,1,2,0,1,0,0
JACKSON ,IL,0,1,0,1,4,4,0,2,0,0
JACKSON ,IN,0,0,0,0,1,0,0,3,0,0
JACKSON ,KS,0,0,1,0,2,0,0,0,0,0
JACKSON ,KY,0,0,0,0,1,2,0,2,0,0
JACKSON ,LA,0,0,0,0,0,2,0,1,0,0
JACKSON ,MI,0,0,0,0,3,8,0,2,0,0
JACKSON ,MN,3,0,2,0,1,2,0,3,0,0
JACKSON ,MO,0,1,2,2,8,25,0,2,3,1
JACKSON ,MS,0,0,0,0,3,20,0,0,1,0
JACKSON ,NC,1,1,0,0,1,6,0,2,0,0
JACKSON ,OH,0,0,1,0,2,2,0,1,0,0
JACKSON ,OK,0,0,0,0,1,2,0,1,0,0
JACKSON ,OR,3,0,3,1,2,21,0,3,2,1
JACKSON ,TN,0,0,0,0,1,3,0,2,0,0
JACKSON ,TX,0,1,0,0,1,1,0,1,0,0
JACKSON ,WI,0,0,0,0,1,4,0,3,0,0
JACKSON ,WV,0,0,0,0,2,3,0,0,0,0
JAMES CITY ,VA,1,0,0,0,4,5,0,3,3,0
JASPER ,GA,0,0,0,0,0,2,0,2,1,0
JASPER ,IA,2,0,0,0,0,2,0,3,0,0
JASPER ,IL,0,0,0,0,1,1,0,2,0,0
JASPER ,IN,1,0,0,1,3,2,0,0,0,0
JASPER ,MO,0,0,1,0,4,14,0,0,0,0
JASPER ,MS,0,0,0,0,1,2,0,0,0,0
JASPER ,SC,0,0,0,0,1,3,0,3,0,0
JASPER ,TX,0,1,0,0,2,5,0,2,0,1
JAY ,IN,0,0,0,0,0,2,0,2,0,0
JEFF DAVIS ,GA,0,0,0,0,0,2,0,1,0,0
JEFF DAVIS ,TX,0,0,0,0,0,1,0,0,0,0
JEFFERSON ,AL,1,0,1,2,4,25,0,2,2,0
JEFFERSON ,AR,0,0,0,0,1,4,0,1,0,0
JEFFERSON ,CO,5,1,1,0,5,39,1,2,5,0
JEFFERSON ,FL,1,0,0,0,0,3,0,1,0,0
JEFFERSON ,GA,0,0,0,0,0,1,0,1,1,0
JEFFERSON ,IA,1,0,0,0,0,4,0,4,0,0
JEFFERSON ,ID,0,0,0,0,2,1,0,1,0,0
JEFFERSON ,IL,0,0,1,0,3,0,0,1,0,0
JEFFERSON ,IN,0,0,0,1,1,3,0,1,0,0
JEFFERSON ,KS,0,0,0,0,2,3,0,1,0,0
JEFFERSON ,KY,2,0,2,3,5,27,0,2,3,0
JEFFERSON ,LA,2,1,0,2,2,18,1,2,4,2
JEFFERSON ,MO,0,0,0,2,5,13,1,0,2,0
